POPULATION,PLOT #,TREE TAG,SPECIES,INDIVIDUAL,T-0 (2010-10-16),T-1 (2010-11-20),T-2 (2010-12-11),T-3 (2011-01-22),T-4 (2011-02-18),T-5 (2011-03-05),T-6 (2011-04-16),T-7 (2011-05-07),T-8 (2011-06-01),T-9 (2011-07-31),T-10 (2011-08-25),T-11 (2011-09-17),T-12 (2011-10-15),T-13 (2011-11-17),T-14 (2011-12-10),T-15 (2012-01-18),T-16 (2012-02-18),T-17 (2012-03-18),T-18 (2012-04-15),T-19 (2012-05-15),T-20 (2012-06-15),T-21 (2012-07-15),T-22 (2012-08-25),T-23 (2012-09-15),T-24 (2012-10-15)
3,3,201,Lepanthes caritensis,2124,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2125,0,0,0,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2126,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2127,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2128,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2129,0,0,0,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2130,0,0,0,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,2131,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2132,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2133,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2134,0,0,0,0,0,0,0,Seedling,Seedling,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2135,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2136,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile
3,3,201,Lepanthes caritensis,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Juvenile,Juvenile,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult
3,3,201,Lepanthes caritensis,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead
3,3,201,Lepanthes caritensis,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead
3,3,201,Lepanthes caritensis,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead
3,3,201,Lepanthes caritensis,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead
3,3,201,Lepanthes caritensis,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
3,3,201,Lepanthes caritensis,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Dead
3,3,201,Lepanthes caritensis,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling
3,3,201,Lepanthes caritensis,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,301,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,302,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive
4,4,301,Lepanthes caritensis,303,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult
4,4,301,Lepanthes caritensis,304,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,305,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,306,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,307,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,308,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,309,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,310,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,311,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,312,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,313,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,314,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,315,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,316,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,317,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,318,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult
4,4,301,Lepanthes caritensis,319,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,320,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult
4,4,301,Lepanthes caritensis,321,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,322,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,323,0,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,324,0,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,325,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,326,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,327,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,328,0,0,0,0,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,329,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile
4,4,301,Lepanthes caritensis,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling
4,4,301,Lepanthes caritensis,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead
4,4,301,Lepanthes caritensis,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Dead,Dead
5,5,401,Lepanthes caritensis,401,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,402,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,403,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,404,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Reproductive,Reproductive,Adult
5,5,401,Lepanthes caritensis,405,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,406,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult
5,5,401,Lepanthes caritensis,407,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,408,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,409,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,410,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,411,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,412,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,413,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,414,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,415,Adult,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult
